date,locality,service_type,day_of_week,is_weekend,month,is_monsoon,is_summer,temp_c,rainfall_mm,bookings
2025-01-03,DLF Phase 2,Carpentry,4,0,1,0,0,3.4,0.0,2
2025-01-03,DLF Phase 2,Pest Control,4,0,1,0,0,3.4,0.0,2
2025-01-03,DLF Phase 2,Appliance Repair,4,0,1,0,0,3.4,0.0,2
2025-01-03,Cyber Hub,Plumbing,4,0,1,0,0,3.4,0.0,5
2025-01-03,Cyber Hub,Electrical,4,0,1,0,0,3.4,0.0,2
2025-01-03,Cyber Hub,AC Repair,4,0,1,0,0,3.4,0.0,7
2025-01-03,Cyber Hub,Cleaning,4,0,1,0,0,3.4,0.0,11
2025-01-03,Cyber Hub,Carpentry,4,0,1,0,0,3.4,0.0,6
2025-01-03,Cyber Hub,Pest Control,4,0,1,0,0,3.4,0.0,1
2025-01-03,Cyber Hub,Appliance Repair,4,0,1,0,0,3.4,0.0,4
2025-01-03,Old Gurugram,Plumbing,4,0,1,0,0,3.4,0.0,10
2025-01-03,Old Gurugram,Electrical,4,0,1,0,0,3.4,0.0,9
2025-01-03,Old Gurugram,AC Repair,4,0,1,0,0,3.4,0.0,4
2025-01-03,Old Gurugram,Cleaning,4,0,1,0,0,3.4,0.0,16
2025-01-03,Old Gurugram,Carpentry,4,0,1,0,0,3.4,0.0,4
2025-01-03,Old Gurugram,Pest Control,4,0,1,0,0,3.4,0.0,2
2025-01-03,Old Gurugram,Appliance Repair,4,0,1,0,0,3.4,0.0,7
2025-01-03,Sohna Road,Plumbing,4,0,1,0,0,3.4,0.0,10
2025-01-03,Sohna Road,Electrical,4,0,1,0,0,3.4,0.0,8
2025-01-03,Sohna Road,AC Repair,4,0,1,0,0,3.4,0.0,4
2025-01-03,Sohna Road,Cleaning,4,0,1,0,0,3.4,0.0,16
2025-01-03,Sohna Road,Carpentry,4,0,1,0,0,3.4,0.0,7
2025-01-03,Sohna Road,Pest Control,4,0,1,0,0,3.4,0.0,6
2025-01-03,Sohna Road,Appliance Repair,4,0,1,0,0,3.4,0.0,4
2025-01-03,Sector 45,Plumbing,4,0,1,0,0,3.4,0.0,10
2025-01-03,Sector 45,Electrical,4,0,1,0,0,3.4,0.0,7
2025-01-03,Sector 45,AC Repair,4,0,1,0,0,3.4,0.0,5
2025-01-03,Sector 45,Cleaning,4,0,1,0,0,3.4,0.0,16
2025-01-03,Sector 45,Carpentry,4,0,1,0,0,3.4,0.0,4
2025-01-03,Sector 45,Pest Control,4,0,1,0,0,3.4,0.0,1
2025-01-03,Sector 45,Appliance Repair,4,0,1,0,0,3.4,0.0,5
2025-01-03,MG Road,Plumbing,4,0,1,0,0,3.4,0.0,9
2025-01-03,MG Road,Electrical,4,0,1,0,0,3.4,0.0,8
2025-01-03,MG Road,AC Repair,4,0,1,0,0,3.4,0.0,3
2025-01-03,MG Road,Cleaning,4,0,1,0,0,3.4,0.0,13
2025-01-03,MG Road,Carpentry,4,0,1,0,0,3.4,0.0,1
2025-01-03,MG Road,Pest Control,4,0,1,0,0,3.4,0.0,2
2025-01-03,MG Road,Appliance Repair,4,0,1,0,0,3.4,0.0,6
2025-01-04,Sector 14,Plumbing,5,1,1,0,0,8.3,0.0,3
2025-01-04,Sector 14,Electrical,5,1,1,0,0,8.3,0.0,2
2025-01-04,Sector 14,AC Repair,5,1,1,0,0,8.3,0.0,5
2025-01-04,Sector 14,Cleaning,5,1,1,0,0,8.3,0.0,9
2025-01-04,Sector 14,Carpentry,5,1,1,0,0,8.3,0.0,3
2025-01-04,Sector 14,Pest Control,5,1,1,0,0,8.3,0.0,4
2025-01-04,Sector 14,Appliance Repair,5,1,1,0,0,8.3,0.0,6
2025-01-04,Sector 21,Plumbing,5,1,1,0,0,8.3,0.0,8
2025-01-04,Sector 21,Electrical,5,1,1,0,0,8.3,0.0,3
2025-01-04,Sector 21,AC Repair,5,1,1,0,0,8.3,0.0,6
2025-01-04,Sector 21,Cleaning,5,1,1,0,0,8.3,0.0,18
2025-01-04,Sector 21,Carpentry,5,1,1,0,0,8.3,0.0,4
2025-01-04,Sector 21,Pest Control,5,1,1,0,0,8.3,0.0,2
2025-01-04,Sector 21,Appliance Repair,5,1,1,0,0,8.3,0.0,3
2025-01-04,DLF Phase 2,Plumbing,5,1,1,0,0,8.3,0.0,11
2025-01-04,DLF Phase 2,Electrical,5,1,1,0,0,8.3,0.0,3
2025-01-04,DLF Phase 2,AC Repair,5,1,1,0,0,8.3,0.0,5
2025-01-04,DLF Phase 2,Cleaning,5,1,1,0,0,8.3,0.0,17
2025-01-04,DLF Phase 2,Carpentry,5,1,1,0,0,8.3,0.0,6
2025-01-04,DLF Phase 2,Pest Control,5,1,1,0,0,8.3,0.0,2
2025-01-04,DLF Phase 2,Appliance Repair,5,1,1,0,0,8.3,0.0,7
2025-01-04,Cyber Hub,Plumbing,5,1,1,0,0,8.3,0.0,13
2025-01-04,Cyber Hub,Electrical,5,1,1,0,0,8.3,0.0,10
2025-01-04,Cyber Hub,AC Repair,5,1,1,0,0,8.3,0.0,8
2025-01-04,Cyber Hub,Cleaning,5,1,1,0,0,8.3,0.0,14
2025-01-04,Cyber Hub,Carpentry,5,1,1,0,0,8.3,0.0,2
2025-01-04,Cyber Hub,Pest Control,5,1,1,0,0,8.3,0.0,1
2025-01-04,Cyber Hub,Appliance Repair,5,1,1,0,0,8.3,0.0,5
2025-01-04,Old Gurugram,Plumbing,5,1,1,0,0,8.3,0.0,14
2025-01-04,Old Gurugram,Electrical,5,1,1,0,0,8.3,0.0,6
2025-01-04,Old Gurugram,AC Repair,5,1,1,0,0,8.3,0.0,15
2025-01-04,Old Gurugram,Cleaning,5,1,1,0,0,8.3,0.0,14
2025-01-04,Old Gurugram,Carpentry,5,1,1,0,0,8.3,0.0,3
2025-01-04,Old Gurugram,Pest Control,5,1,1,0,0,8.3,0.0,1
2025-01-04,Old Gurugram,Appliance Repair,5,1,1,0,0,8.3,0.0,8
2025-01-04,Sohna Road,Plumbing,5,1,1,0,0,8.3,0.0,12
2025-01-04,Sohna Road,Electrical,5,1,1,0,0,8.3,0.0,10
2025-01-04,Sohna Road,AC Repair,5,1,1,0,0,8.3,0.0,10
2025-01-04,Sohna Road,Cleaning,5,1,1,0,0,8.3,0.0,16
2025-01-04,Sohna Road,Carpentry,5,1,1,0,0,8.3,0.0,5
2025-01-04,Sohna Road,Pest Control,5,1,1,0,0,8.3,0.0,7
2025-01-04,Sohna Road,Appliance Repair,5,1,1,0,0,8.3,0.0,6
2025-01-04,Sector 45,Plumbing,5,1,1,0,0,8.3,0.0,15
2025-01-04,Sector 45,Electrical,5,1,1,0,0,8.3,0.0,15
2025-01-04,Sector 45,AC Repair,5,1,1,0,0,8.3,0.0,18
2025-01-04,Sector 45,Cleaning,5,1,1,0,0,8.3,0.0,15
2025-01-04,Sector 45,Carpentry,5,1,1,0,0,8.3,0.0,5
2025-01-04,Sector 45,Pest Control,5,1,1,0,0,8.3,0.0,8
2025-01-04,Sector 45,Appliance Repair,5,1,1,0,0,8.3,0.0,10
2025-01-04,MG Road,Plumbing,5,1,1,0,0,8.3,0.0,17
2025-01-04,MG Road,Electrical,5,1,1,0,0,8.3,0.0,12
2025-01-04,MG Road,AC Repair,5,1,1,0,0,8.3,0.0,8
2025-01-04,MG Road,Cleaning,5,1,1,0,0,8.3,0.0,23
2025-01-04,MG Road,Carpentry,5,1,1,0,0,8.3,0.0,6
2025-01-04,MG Road,Pest Control,5,1,1,0,0,8.3,0.0,6
2025-01-04,MG Road,Appliance Repair,5,1,1,0,0,8.3,0.0,11
2025-01-05,Sector 14,Plumbing,6,1,1,0,0,2.5,13.6,11
2025-01-05,Sector 14,Electrical,6,1,1,0,0,2.5,13.6,5
2025-01-05,Sector 14,AC Repair,6,1,1,0,0,2.5,13.6,4
2025-01-05,Sector 14,Cleaning,6,1,1,0,0,2.5,13.6,12
2025-01-05,Sector 14,Carpentry,6,1,1,0,0,2.5,13.6,3
2025-01-05,Sector 14,Pest Control,6,1,1,0,0,2.5,13.6,1
2025-01-05,Sector 14,Appliance Repair,6,1,1,0,0,2.5,13.6,6
2025-01-05,Sector 21,Plumbing,6,1,1,0,0,2.5,13.6,10
2025-01-05,Sector 21,Electrical,6,1,1,0,0,2.5,13.6,7
2025-01-05,Sector 21,AC Repair,6,1,1,0,0,2.5,13.6,3
2025-01-05,Sector 21,Cleaning,6,1,1,0,0,2.5,13.6,3
2025-01-05,Sector 21,Carpentry,6,1,1,0,0,2.5,13.6,2
2025-01-05,Sector 21,Pest Control,6,1,1,0,0,2.5,13.6,3
2025-01-05,Sector 21,Appliance Repair,6,1,1,0,0,2.5,13.6,3
2025-01-05,DLF Phase 2,Plumbing,6,1,1,0,0,2.5,13.6,18
2025-01-05,DLF Phase 2,Electrical,6,1,1,0,0,2.5,13.6,12
2025-01-05,DLF Phase 2,AC Repair,6,1,1,0,0,2.5,13.6,3
2025-01-05,DLF Phase 2,Cleaning,6,1,1,0,0,2.5,13.6,11
2025-01-05,DLF Phase 2,Carpentry,6,1,1,0,0,2.5,13.6,4
2025-01-05,DLF Phase 2,Pest Control,6,1,1,0,0,2.5,13.6,5
2025-01-05,DLF Phase 2,Appliance Repair,6,1,1,0,0,2.5,13.6,6
2025-01-05,Cyber Hub,Plumbing,6,1,1,0,0,2.5,13.6,10
2025-01-05,Cyber Hub,Electrical,6,1,1,0,0,2.5,13.6,10
2025-01-05,Cyber Hub,AC Repair,6,1,1,0,0,2.5,13.6,10
2025-01-05,Cyber Hub,Cleaning,6,1,1,0,0,2.5,13.6,19
2025-01-05,Cyber Hub,Carpentry,6,1,1,0,0,2.5,13.6,5
2025-01-05,Cyber Hub,Pest Control,6,1,1,0,0,2.5,13.6,6
2025-01-05,Cyber Hub,Appliance Repair,6,1,1,0,0,2.5,13.6,6
2025-01-05,Old Gurugram,Plumbing,6,1,1,0,0,2.5,13.6,18
2025-01-05,Old Gurugram,Electrical,6,1,1,0,0,2.5,13.6,8
2025-01-05,Old Gurugram,AC Repair,6,1,1,0,0,2.5,13.6,5
2025-01-05,Old Gurugram,Cleaning,6,1,1,0,0,2.5,13.6,21
2025-01-05,Old Gurugram,Carpentry,6,1,1,0,0,2.5,13.6,6
2025-01-05,Old Gurugram,Pest Control,6,1,1,0,0,2.5,13.6,2
2025-01-05,Old Gurugram,Appliance Repair,6,1,1,0,0,2.5,13.6,5
2025-01-05,Sohna Road,Plumbing,6,1,1,0,0,2.5,13.6,16
2025-01-05,Sohna Road,Electrical,6,1,1,0,0,2.5,13.6,9
2025-01-05,Sohna Road,AC Repair,6,1,1,0,0,2.5,13.6,4
2025-01-05,Sohna Road,Cleaning,6,1,1,0,0,2.5,13.6,15
2025-01-05,Sohna Road,Carpentry,6,1,1,0,0,2.5,13.6,5
2025-01-05,Sohna Road,Pest Control,6,1,1,0,0,2.5,13.6,8
2025-01-05,Sohna Road,Appliance Repair,6,1,1,0,0,2.5,13.6,10
2025-01-05,Sector 45,Plumbing,6,1,1,0,0,2.5,13.6,22
2025-01-05,Sector 45,Electrical,6,1,1,0,0,2.5,13.6,11
2025-01-05,Sector 45,AC Repair,6,1,1,0,0,2.5,13.6,11
2025-01-05,Sector 45,Cleaning,6,1,1,0,0,2.5,13.6,19
2025-01-05,Sector 45,Carpentry,6,1,1,0,0,2.5,13.6,5
2025-01-05,Sector 45,Pest Control,6,1,1,0,0,2.5,13.6,4
2025-01-05,Sector 45,Appliance Repair,6,1,1,0,0,2.5,13.6,6
2025-01-05,MG Road,Plumbing,6,1,1,0,0,2.5,13.6,17
2025-01-05,MG Road,Electrical,6,1,1,0,0,2.5,13.6,12
2025-01-05,MG Road,AC Repair,6,1,1,0,0,2.5,13.6,7
2025-01-05,MG Road,Cleaning,6,1,1,0,0,2.5,13.6,21
2025-01-05,MG Road,Carpentry,6,1,1,0,0,2.5,13.6,6
2025-01-05,MG Road,Pest Control,6,1,1,0,0,2.5,13.6,5
2025-01-05,MG Road,Appliance Repair,6,1,1,0,0,2.5,13.6,10
2025-01-06,Sector 14,Plumbing,0,0,1,0,0,5.3,0.0,7
2025-01-06,Sector 14,Electrical,0,0,1,0,0,5.3,0.0,5
2025-01-06,Sector 14,AC Repair,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sector 14,Cleaning,0,0,1,0,0,5.3,0.0,8
2025-01-06,Sector 14,Carpentry,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sector 14,Pest Control,0,0,1,0,0,5.3,0.0,2
2025-01-06,Sector 14,Appliance Repair,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sector 21,Plumbing,0,0,1,0,0,5.3,0.0,5
2025-01-06,Sector 21,Electrical,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sector 21,AC Repair,0,0,1,0,0,5.3,0.0,2
2025-01-06,Sector 21,Cleaning,0,0,1,0,0,5.3,0.0,5
2025-01-06,Sector 21,Carpentry,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sector 21,Pest Control,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sector 21,Appliance Repair,0,0,1,0,0,5.3,0.0,6
2025-01-06,DLF Phase 2,Plumbing,0,0,1,0,0,5.3,0.0,6
2025-01-06,DLF Phase 2,Electrical,0,0,1,0,0,5.3,0.0,7
2025-01-06,DLF Phase 2,AC Repair,0,0,1,0,0,5.3,0.0,7
2025-01-06,DLF Phase 2,Cleaning,0,0,1,0,0,5.3,0.0,13
2025-01-06,DLF Phase 2,Carpentry,0,0,1,0,0,5.3,0.0,3
2025-01-06,DLF Phase 2,Pest Control,0,0,1,0,0,5.3,0.0,2
2025-01-06,DLF Phase 2,Appliance Repair,0,0,1,0,0,5.3,0.0,3
2025-01-06,Cyber Hub,Plumbing,0,0,1,0,0,5.3,0.0,10
2025-01-06,Cyber Hub,Electrical,0,0,1,0,0,5.3,0.0,8
2025-01-06,Cyber Hub,AC Repair,0,0,1,0,0,5.3,0.0,6
2025-01-06,Cyber Hub,Cleaning,0,0,1,0,0,5.3,0.0,11
2025-01-06,Cyber Hub,Carpentry,0,0,1,0,0,5.3,0.0,3
2025-01-06,Cyber Hub,Pest Control,0,0,1,0,0,5.3,0.0,1
2025-01-06,Cyber Hub,Appliance Repair,0,0,1,0,0,5.3,0.0,1
2025-01-06,Old Gurugram,Plumbing,0,0,1,0,0,5.3,0.0,8
2025-01-06,Old Gurugram,Electrical,0,0,1,0,0,5.3,0.0,5
2025-01-06,Old Gurugram,AC Repair,0,0,1,0,0,5.3,0.0,4
2025-01-06,Old Gurugram,Cleaning,0,0,1,0,0,5.3,0.0,10
2025-01-06,Old Gurugram,Carpentry,0,0,1,0,0,5.3,0.0,1
2025-01-06,Old Gurugram,Pest Control,0,0,1,0,0,5.3,0.0,2
2025-01-06,Old Gurugram,Appliance Repair,0,0,1,0,0,5.3,0.0,8
2025-01-06,Sohna Road,Plumbing,0,0,1,0,0,5.3,0.0,8
2025-01-06,Sohna Road,Electrical,0,0,1,0,0,5.3,0.0,4
2025-01-06,Sohna Road,AC Repair,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sohna Road,Cleaning,0,0,1,0,0,5.3,0.0,14
2025-01-06,Sohna Road,Carpentry,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sohna Road,Pest Control,0,0,1,0,0,5.3,0.0,2
2025-01-06,Sohna Road,Appliance Repair,0,0,1,0,0,5.3,0.0,9
2025-01-06,Sector 45,Plumbing,0,0,1,0,0,5.3,0.0,12
2025-01-06,Sector 45,Electrical,0,0,1,0,0,5.3,0.0,6
2025-01-06,Sector 45,AC Repair,0,0,1,0,0,5.3,0.0,3
2025-01-06,Sector 45,Cleaning,0,0,1,0,0,5.3,0.0,24
2025-01-06,Sector 45,Carpentry,0,0,1,0,0,5.3,0.0,4
2025-01-06,Sector 45,Pest Control,0,0,1,0,0,5.3,0.0,2
2025-01-06,Sector 45,Appliance Repair,0,0,1,0,0,5.3,0.0,3
2025-01-06,MG Road,Plumbing,0,0,1,0,0,5.3,0.0,8
2025-01-06,MG Road,Electrical,0,0,1,0,0,5.3,0.0,8
2025-01-06,MG Road,AC Repair,0,0,1,0,0,5.3,0.0,10
2025-01-06,MG Road,Cleaning,0,0,1,0,0,5.3,0.0,24
2025-01-06,MG Road,Carpentry,0,0,1,0,0,5.3,0.0,5
2025-01-06,MG Road,Pest Control,0,0,1,0,0,5.3,0.0,3
2025-01-06,MG Road,Appliance Repair,0,0,1,0,0,5.3,0.0,12
2025-01-07,Sector 14,Plumbing,1,0,1,0,0,5.7,2.2,3
2025-01-07,Sector 14,Electrical,1,0,1,0,0,5.7,2.2,7
2025-01-07,Sector 14,AC Repair,1,0,1,0,0,5.7,2.2,5
2025-01-07,Sector 14,Cleaning,1,0,1,0,0,5.7,2.2,4
2025-01-07,Sector 14,Carpentry,1,0,1,0,0,5.7,2.2,2
2025-01-07,Sector 14,Pest Control,1,0,1,0,0,5.7,2.2,2
2025-01-07,Sector 14,Appliance Repair,1,0,1,0,0,5.7,2.2,3
2025-01-07,Sector 21,Plumbing,1,0,1,0,0,5.7,2.2,3
2025-01-07,Sector 21,Electrical,1,0,1,0,0,5.7,2.2,3
2025-01-07,Sector 21,AC Repair,1,0,1,0,0,5.7,2.2,3
2025-01-07,Sector 21,Cleaning,1,0,1,0,0,5.7,2.2,11
